1|pg|스프링 핵심 원리 - 기본편|80000|61600|김영한|2020-09-20T15:00:00|2023-12-04T07:41:04|32559|4.98|3478|초급|개발 · 프로그래밍
2|pg|김영한의 실전 자바 - 기본편|40000|30800|김영한|2023-11-27T15:00:00|2024-03-12T12:03:38|7758|4.98|448|초급|개발 · 프로그래밍
3|pg|스프링 MVC 1편 - 백엔드 웹 개발 핵심 기술|90000|69300|김영한|2021-03-06T15:00:00|2023-12-24T04:05:23|24117|4.98|1807|초급|개발 · 프로그래밍
4|pg|모든 개발자를 위한 HTTP 웹 기본 지식|40000|30800|김영한|2020-12-19T15:00:00|2023-07-27T19:41:02|29248|4.97|2947|초급|개발 · 프로그래밍|보안 · 네트워크
5|pg|스프링 MVC 2편 - 백엔드 웹 개발 활용 기술|110000|84700|김영한|2021-06-23T15:00:00|2024-02-24T08:27:01|20532|4.98|825|초급|개발 · 프로그래밍
6|pg|Next + React Query로 SNS 서비스 만들기|63000|69300|조현영|2023-12-03T15:00:00|2024-02-20T08:47:38|1980|4.64|25|중급이상|개발 · 프로그래밍
7|pg|한입 크기로 잘라 먹는 리액트(React.js) : 기초부터 실전까지|44000|36300|이정환 Winterlood|2022-01-26T15:00:00|2024-03-16T03:26:29|6652|4.92|262|초급|개발 · 프로그래밍
8|pg|[React / VanillaJS] UI 요소 직접 만들기 Part 1|63000|48510|정재남|2024-03-19T15:00:00|2024-03-20T15:20:06|109|5.0|3|초급|개발 · 프로그래밍
9|pg|외워서 끝내는 네트워크 핵심이론 - 기초|70000|77000|널널한 개발자|2022-09-26T15:00:00|2022-10-02T07:07:40|4829|4.95|232|입문|보안 · 네트워크|개발 · 프로그래밍
10|pg|자바 9부터 자바 21까지|50000|41250|최태현|2024-03-21T15:00:00|2024-03-22T00:00:00|75|5.0|2|초급|개발 · 프로그래밍
11|pg|[2024 NEW] 개발자를 위한 쉬운 도커|80000|88000|데브위키|2024-01-07T15:00:00|2024-03-10T15:36:34|813|5.0|29|초급|개발 · 프로그래밍|보안 · 네트워크
12|pg|자바(Java) 알고리즘 문제풀이 입문: 코딩테스트 대비|70000|77000|김태원|2021-03-24T15:00:00|2023-01-28T23:43:47|6544|4.86|235|입문|개발 · 프로그래밍
13|pg|10주완성 C++ 코딩테스트 - 알고리즘 코딩테스트|150000|165000|큰돌|2021-12-22T15:00:00|2024-03-09T02:31:05|3104|4.82|184|초급|개발 · 프로그래밍
14|pg|코딩은 실전이다! - Git알못을 위한 깃린이코스(Git, Github 실습위주)|21000|23100|신재형|2021-04-12T15:00:00|2021-04-13T00:00:00|1554|4.94|207|초급|개발 · 프로그래밍
15|pg|CS 지식의 정석 - 디자인패턴 네트워크 운영체제 데이터베이스 자료구조|150000|165000|큰돌|2022-06-13T15:00:00|2024-03-26T05:50:43|2896|4.79|128|초급|커리어|개발 · 프로그래밍
16|pg|대세는 쿠버네티스 [초급~중급]|50000|55000|일프로|2019-09-10T15:00:00|2022-04-18T00:56:12|5794|4.86|395|초급|개발 · 프로그래밍
17|pg|코딩테스트 [ ALL IN ONE ]|150000|165000|개발남노씨|2022-12-21T15:00:00|2024-01-08T06:44:36|1853|4.87|61|초급|개발 · 프로그래밍
18|pg|[C#과 유니티로 만드는 MMORPG 게임 개발 시리즈] Part1: C# 기초 프로그래밍 입문|40000|44000|Rookiss|2020-02-04T15:00:00|2023-05-23T07:42:34|5868|4.89|537|입문|게임 개발|개발 · 프로그래밍
19|pg|비전공자도 이해할 수 있는 AWS 입문/실전|53000|58300|JSCODE 박재성|2023-11-29T15:00:00|2024-03-04T08:18:02|467|5.0|23|입문|개발 · 프로그래밍|보안 · 네트워크
20|pg|넓고 얕게 외워서 컴공 전공자 되기|60000|66000|널널한 개발자|2022-10-03T15:00:00|2023-11-15T12:23:50|2641|4.96|145|입문|개발 · 프로그래밍
21|pg|코드로 배우는 React with 스프링부트 API서버|70000|77000|구멍가게코딩단|2023-12-04T15:00:00|2024-01-10T14:11:37|343|5.0|9|초급|개발 · 프로그래밍
22|pg|기출로 대비하는 개발자 전공면접 [CS 완전정복]|150000|165000|개발남노씨|2022-03-15T15:00:00|2023-12-15T09:09:46|1914|4.89|88|초급|커리어|개발 · 프로그래밍
